9.508399999999999963e+00	5.830000000000000000e+02
9.520599999999999952e+00	6.050000000000000000e+02
9.532899999999999707e+00	6.290000000000000000e+02
9.545099999999999696e+00	6.200000000000000000e+02
9.557399999999999451e+00	5.970000000000000000e+02
9.569599999999999440e+00	6.080000000000000000e+02
9.581899999999999196e+00	5.690000000000000000e+02
9.594099999999999184e+00	5.590000000000000000e+02
9.606400000000000716e+00	5.580000000000000000e+02
9.618600000000000705e+00	6.230000000000000000e+02
9.630900000000000460e+00	5.900000000000000000e+02
9.643100000000000449e+00	5.910000000000000000e+02
9.655400000000000205e+00	6.020000000000000000e+02
9.667600000000000193e+00	6.030000000000000000e+02
9.679899999999999949e+00	5.740000000000000000e+02
9.692099999999999937e+00	6.170000000000000000e+02
9.704399999999999693e+00	5.650000000000000000e+02
9.716599999999999682e+00	6.220000000000000000e+02
9.728899999999999437e+00	6.150000000000000000e+02
9.741099999999999426e+00	5.510000000000000000e+02
9.753399999999999181e+00	5.920000000000000000e+02
9.765599999999999170e+00	5.860000000000000000e+02
9.777900000000000702e+00	5.820000000000000000e+02
9.790100000000000691e+00	6.130000000000000000e+02
9.802400000000000446e+00	5.800000000000000000e+02
9.814600000000000435e+00	5.920000000000000000e+02
9.826900000000000190e+00	5.810000000000000000e+02
9.839100000000000179e+00	5.970000000000000000e+02
9.851399999999999935e+00	5.660000000000000000e+02
9.863599999999999923e+00	6.140000000000000000e+02
9.875899999999999679e+00	5.960000000000000000e+02
9.888099999999999667e+00	5.530000000000000000e+02
9.900399999999999423e+00	5.560000000000000000e+02
9.912599999999999412e+00	5.920000000000000000e+02
9.924899999999999167e+00	6.060000000000000000e+02
9.937099999999999156e+00	5.780000000000000000e+02
9.949400000000000688e+00	6.230000000000000000e+02
9.961600000000000676e+00	6.050000000000000000e+02
9.973900000000000432e+00	5.470000000000000000e+02
9.986100000000000421e+00	5.360000000000000000e+02
9.998400000000000176e+00	5.840000000000000000e+02
1.001060000000000016e+01	5.940000000000000000e+02
1.002289999999999992e+01	5.370000000000000000e+02
1.003509999999999991e+01	5.810000000000000000e+02
1.004739999999999966e+01	5.750000000000000000e+02
1.005959999999999965e+01	5.760000000000000000e+02
1.007189999999999941e+01	6.120000000000000000e+02
1.008409999999999940e+01	5.460000000000000000e+02
1.009639999999999915e+01	5.580000000000000000e+02
1.010859999999999914e+01	5.770000000000000000e+02
1.012090000000000067e+01	5.830000000000000000e+02
