1.006600000000000072e+01	9.600000000000000000e+01
1.008600000000000030e+01	9.100000000000000000e+01
1.010599999999999987e+01	8.100000000000000000e+01
1.012599999999999945e+01	8.300000000000000000e+01
1.014600000000000080e+01	8.700000000000000000e+01
1.016600000000000037e+01	8.400000000000000000e+01
1.018599999999999994e+01	9.200000000000000000e+01
1.020599999999999952e+01	8.500000000000000000e+01
1.022600000000000087e+01	1.010000000000000000e+02
1.024600000000000044e+01	9.300000000000000000e+01
1.026600000000000001e+01	8.700000000000000000e+01
1.028599999999999959e+01	1.240000000000000000e+02
1.030599999999999916e+01	1.100000000000000000e+02
1.032600000000000051e+01	9.000000000000000000e+01
1.034600000000000009e+01	1.030000000000000000e+02
1.036599999999999966e+01	9.100000000000000000e+01
1.038599999999999923e+01	9.900000000000000000e+01
1.040600000000000058e+01	9.500000000000000000e+01
1.042600000000000016e+01	1.170000000000000000e+02
1.044599999999999973e+01	1.030000000000000000e+02
1.046599999999999930e+01	1.170000000000000000e+02
1.048600000000000065e+01	1.000000000000000000e+02
1.050600000000000023e+01	1.050000000000000000e+02
1.052599999999999980e+01	1.150000000000000000e+02
1.054599999999999937e+01	1.090000000000000000e+02
1.056600000000000072e+01	9.400000000000000000e+01
1.058600000000000030e+01	8.600000000000000000e+01
1.060599999999999987e+01	1.190000000000000000e+02
1.062599999999999945e+01	1.060000000000000000e+02
1.064600000000000080e+01	1.020000000000000000e+02
1.066600000000000037e+01	1.220000000000000000e+02
1.068599999999999994e+01	1.200000000000000000e+02
1.070599999999999952e+01	1.100000000000000000e+02
1.072600000000000087e+01	1.040000000000000000e+02
1.074600000000000044e+01	1.250000000000000000e+02
1.076600000000000001e+01	9.900000000000000000e+01
1.078599999999999959e+01	1.220000000000000000e+02
1.080599999999999916e+01	1.050000000000000000e+02
1.082600000000000051e+01	9.800000000000000000e+01
1.084600000000000009e+01	1.130000000000000000e+02
1.086599999999999966e+01	1.170000000000000000e+02
1.088599999999999923e+01	1.180000000000000000e+02
1.090600000000000058e+01	1.170000000000000000e+02
1.092600000000000016e+01	9.900000000000000000e+01
1.094599999999999973e+01	1.340000000000000000e+02
1.096599999999999930e+01	1.190000000000000000e+02
1.098600000000000065e+01	1.200000000000000000e+02
1.100600000000000023e+01	9.900000000000000000e+01
1.102599999999999980e+01	1.060000000000000000e+02
1.104599999999999937e+01	1.090000000000000000e+02
1.106600000000000072e+01	1.190000000000000000e+02
1.108600000000000030e+01	1.260000000000000000e+02
1.110599999999999987e+01	1.220000000000000000e+02
1.112599999999999945e+01	1.170000000000000000e+02
1.114600000000000080e+01	1.190000000000000000e+02
1.116600000000000037e+01	1.130000000000000000e+02
1.118599999999999994e+01	1.190000000000000000e+02
1.120599999999999952e+01	1.340000000000000000e+02
1.122600000000000087e+01	1.030000000000000000e+02
1.124600000000000044e+01	1.190000000000000000e+02
1.126600000000000001e+01	1.360000000000000000e+02
1.128599999999999959e+01	1.210000000000000000e+02
1.130599999999999916e+01	1.390000000000000000e+02
1.132600000000000051e+01	1.230000000000000000e+02
1.134600000000000009e+01	1.080000000000000000e+02
1.136599999999999966e+01	1.350000000000000000e+02
1.138599999999999923e+01	1.010000000000000000e+02
1.140600000000000058e+01	1.380000000000000000e+02
1.142600000000000016e+01	1.130000000000000000e+02
1.144599999999999973e+01	1.340000000000000000e+02
1.146599999999999930e+01	1.060000000000000000e+02
1.148600000000000065e+01	1.130000000000000000e+02
1.150600000000000023e+01	1.250000000000000000e+02
1.152599999999999980e+01	1.090000000000000000e+02
1.154599999999999937e+01	1.110000000000000000e+02
1.156600000000000072e+01	1.380000000000000000e+02
1.158600000000000030e+01	1.020000000000000000e+02
1.160599999999999987e+01	1.250000000000000000e+02
1.162599999999999945e+01	1.220000000000000000e+02
1.164600000000000080e+01	1.460000000000000000e+02
1.166600000000000037e+01	1.290000000000000000e+02
1.168599999999999994e+01	1.380000000000000000e+02
1.170599999999999952e+01	1.330000000000000000e+02
