10.0413		2037.0
10.0913		2212.0
10.1413		2155.0
10.1913		2130.0
10.2413		1958.0
10.2913		2144.0
10.3413		2165.0
10.3913		2087.0
10.4413		2064.0
10.4913		2055.0
10.5413		2043.0
10.5913		2212.0
10.6413		2144.0
10.6913		2123.0
10.7413		2116.0
10.7913		1971.0
10.8413		1984.0
10.8913		2076.0
10.9413		2014.0
10.9913		1983.0
11.0413		1987.0
11.0913		1971.0
11.1413		1891.0
11.1913		2000.0
11.2413		2007.0
11.2913		2089.0
11.3413		2056.0
11.3913		2013.0
11.4413		1993.0
11.4913		1944.0
11.5413		1918.0
11.5913		1977.0
11.6413		1965.0
11.6913		1966.0
11.7413		2040.0
11.7913		2022.0
11.8413		1935.0
11.8913		1970.0
11.9413		1821.0
11.9913		1726.0
12.0413		1824.0
12.0913		1913.0
12.1413		1883.0
12.1913		1851.0
12.2413		1975.0
12.2913		1996.0
12.3413		2040.0
12.3913		1854.0
12.4413		2047.0
12.4913		1967.0
12.5413		2119.0
12.5913		1935.0
12.6413		1927.0
12.6913		1960.0
12.7413		2003.0
12.7913		2113.0
12.8413		2016.0
12.8913		2010.0
12.9413		2065.0
12.9913		2112.0
13.0413		1942.0
13.0913		1941.0
13.1413		1881.0
13.1913		1973.0
13.2413		1921.0
13.2913		1918.0
13.3413		1939.0
13.3913		1775.0
13.4413		1881.0
13.4913		1949.0
13.5413		1923.0
13.5913		1833.0
13.6413		1961.0
13.6913		1774.0
13.7413		1759.0
13.7913		1993.0
13.8413		1960.0
13.8913		1983.0
13.9413		1972.0
13.9913		1806.0
14.0413		1767.0
14.0913		1772.0
14.1413		1790.0
14.1913		1715.0
14.2413		1832.0
14.2913		1919.0
14.3413		1938.0
14.3913		1939.0
14.4413		2017.0
14.4913		1838.0
14.5413		1876.0
14.5913		1899.0
14.6413		1796.0
14.6913		1810.0
14.7413		1783.0
14.7913		1820.0
14.8413		1806.0
14.8913		1861.0
14.9413		1872.0
14.9913		1960.0
15.0413		1856.0
15.0913		1800.0
15.1413		1718.0
15.1913		1791.0
15.2413		1693.0
15.2913		1813.0
15.3413		1834.0
15.3913		1978.0
15.4413		1929.0
15.4913		1868.0
15.5413		1819.0
15.5913		1881.0
15.6413		1745.0
15.6913		1718.0
15.7413		1799.0
15.7913		1713.0
15.8413		1616.0
15.8913		1494.0
15.9413		1495.0
15.9913		1325.0
16.0413		1487.0
16.0913		1615.0
16.1413		1602.0
16.1913		1694.0
16.2413		1725.0
16.2913		1763.0
16.3413		1768.0
16.3913		1908.0
16.4413		1779.0
16.4913		1818.0
16.5413		1783.0
16.5913		1879.0
16.6413		1816.0
16.6913		1641.0
16.7413		1820.0
16.7913		1786.0
16.8413		1710.0
16.8913		1717.0
16.9413		1845.0
16.9913		1828.0
17.0413		1620.0
17.0913		1712.0
17.1413		1779.0
17.1913		1728.0
17.2413		1649.0
17.2913		1736.0
17.3413		1692.0
17.3913		1662.0
17.4413		1773.0
17.4913		1817.0
17.5413		1709.0
17.5913		1651.0
17.6413		1726.0
17.6913		1686.0
17.7413		1795.0
17.7913		1657.0
17.8413		1442.0
17.8913		1555.0
17.9413		1473.0
17.9913		1421.0
18.0413		1467.0
18.0913		1600.0
18.1413		1538.0
18.1913		1721.0
18.2413		1733.0
18.2913		1808.0
18.3413		1672.0
18.3913		1729.0
18.4413		1814.0
18.4913		1815.0
18.5413		1752.0
18.5913		1805.0
18.6413		1757.0
18.6913		1773.0
18.7413		1707.0
18.7913		1843.0
18.8413		1798.0
18.8913		1870.0
18.9413		1732.0
18.9913		1741.0
19.0413		1791.0
19.0913		1813.0
19.1413		1784.0
19.1913		1860.0
19.2413		1784.0
19.2913		1753.0
19.3413		1811.0
19.3913		1748.0
19.4413		1750.0
19.4913		1772.0
19.5413		1716.0
19.5913		1833.0
19.6413		1869.0
19.6913		1851.0
19.7413		1801.0
19.7913		1678.0
19.8413		1645.0
19.8913		1641.0
19.9413		1538.0
19.9913		1600.0
20.0413		1532.0
20.0913		1592.0
20.1413		1667.0
20.1913		1662.0
20.2413		1737.0
20.2913		1778.0
20.3413		1776.0
20.3913		1788.0
20.4413		1800.0
20.4913		1830.0
20.5413		1808.0
20.5913		1667.0
20.6413		1756.0
20.6913		1907.0
20.7413		1865.0
20.7913		1897.0
20.8413		1882.0
20.8913		1760.0
20.9413		1979.0
20.9913		1886.0
21.0413		1875.0
21.0913		1787.0
21.1413		1917.0
21.1913		1839.0
21.2413		1920.0
21.2913		1844.0
21.3413		1906.0
21.3913		1887.0
21.4413		1834.0
21.4913		1954.0
21.5413		1897.0
21.5913		1876.0
21.6413		1851.0
21.6913		1835.0
21.7413		1789.0
21.7913		1772.0
21.8413		1795.0
21.8913		1803.0
21.9413		1845.0
21.9913		2456.0
22.0413		4020.0
22.0913		6997.0
22.1413		12445.0
22.1913		21588.0
22.2413		33136.0
22.2913		45652.0
22.3413		54005.0
22.3913		55813.0
22.4413		51927.0
22.4913		41876.0
22.5413		30051.0
22.5913		18986.0
22.6413		10897.0
22.6913		5917.0
22.7413		3368.0
22.7913		2229.0
22.8413		1956.0
22.8913		1849.0
22.9413		1852.0
22.9913		1821.0
23.0413		1817.0
23.0913		1998.0
23.1413		1937.0
23.1913		1771.0
23.2413		1911.0
23.2913		1779.0
23.3413		1859.0
23.3913		1842.0
23.4413		1961.0
23.4913		1894.0
23.5413		1781.0
23.5913		1782.0
23.6413		1803.0
23.6913		1867.0
23.7413		1880.0
23.7913		1754.0
23.8413		1685.0
23.8913		1655.0
23.9413		1634.0
23.9913		1570.0
24.0413		1500.0
24.0913		1597.0
24.1413		1601.0
24.1913		1566.0
24.2413		1628.0
24.2913		1782.0
24.3413		1888.0
24.3913		1863.0
24.4413		1831.0
24.4913		1730.0
24.5413		1732.0
24.5913		1794.0
24.6413		1819.0
24.6913		1733.0
24.7413		1807.0
24.7913		1858.0
24.8413		1826.0
24.8913		1794.0
24.9413		1842.0
24.9913		1773.0
25.0413		1869.0
25.0913		1862.0
25.1413		1771.0
25.1913		1814.0
25.2413		1754.0
25.2913		1821.0
25.3413		1848.0
25.3913		1851.0
25.4413		1861.0
25.4913		1808.0
25.5413		1793.0
25.5913		1805.0
25.6413		1728.0
25.6913		1837.0
25.7413		1827.0
25.7913		1617.0
25.8413		1616.0
25.8913		1517.0
25.9413		1589.0
25.9913		1609.0
26.0413		1440.0
26.0913		1512.0
26.1413		1634.0
26.1913		1673.0
26.2413		1774.0
26.2913		1750.0
26.3413		1816.0
26.3913		1840.0
26.4413		1825.0
26.4913		1749.0
26.5413		1778.0
26.5913		1801.0
26.6413		1769.0
26.6913		1838.0
26.7413		1772.0
26.7913		1742.0
26.8413		1816.0
26.8913		1806.0
26.9413		1741.0
26.9913		1736.0
27.0413		1805.0
27.0913		1750.0
27.1413		1838.0
27.1913		1932.0
27.2413		1902.0
27.2913		1861.0
27.3413		1920.0
27.3913		1887.0
27.4413		1893.0
27.4913		1778.0
27.5413		1822.0
27.5913		1815.0
27.6413		1749.0
27.6913		1780.0
27.7413		1803.0
27.7913		1779.0
27.8413		1685.0
27.8913		1649.0
27.9413		1582.0
27.9913		1546.0
28.0413		1665.0
28.0913		1686.0
28.1413		1644.0
28.1913		1652.0
28.2413		1642.0
28.2913		1720.0
28.3413		1724.0
28.3913		1768.0
28.4413		1833.0
28.4913		1836.0
28.5413		1717.0
28.5913		1669.0
28.6413		1695.0
28.6913		1754.0
28.7413		1767.0
28.7913		1833.0
28.8413		1832.0
28.8913		1882.0
28.9413		1768.0
28.9913		1833.0
29.0413		1823.0
29.0913		1836.0
29.1413		1788.0
29.1913		1803.0
29.2413		1854.0
29.2913		1881.0
29.3413		1817.0
29.3913		1684.0
29.4413		1850.0
29.4913		1824.0
29.5413		1898.0
29.5913		1935.0
29.6413		1754.0
29.6913		1804.0
29.7413		1815.0
29.7913		1849.0
29.8413		1729.0
29.8913		1681.0
29.9413		1652.0
29.9913		1710.0
30.0413		1758.0
30.0913		1804.0
30.1413		1816.0
30.1913		1869.0
30.2413		1769.0
30.2913		1803.0
30.3413		1740.0
30.3913		1785.0
30.4413		1778.0
30.4913		1809.0
30.5413		1865.0
30.5913		1911.0
30.6413		1844.0
30.6913		1719.0
30.7413		1758.0
30.7913		1794.0
30.8413		1811.0
30.8913		1932.0
30.9413		1840.0
30.9913		1714.0
31.0413		1791.0
31.0913		1832.0
31.1413		1830.0
31.1913		1840.0
31.2413		1908.0
31.2913		1881.0
31.3413		1815.0
31.3913		1869.0
31.4413		1968.0
31.4913		2198.0
31.5413		2566.0
31.5913		3504.0
31.6413		4947.0
31.6913		7086.0
31.7413		9606.0
31.7913		12065.0
31.8413		13727.0
31.8913		13871.0
31.9413		12409.0
31.9913		10293.0
32.0413		7725.0
32.0913		5324.0
32.1413		3619.0
32.1913		2707.0
32.2413		2153.0
32.2913		2008.0
32.3413		1843.0
32.3913		1818.0
32.4413		1838.0
32.4913		1792.0
32.5413		1820.0
32.5913		1858.0
32.6413		1827.0
32.6913		1861.0
32.7413		1879.0
32.7913		1905.0
